speakerid,native_language,native_lang_code,age,wer,mer,L1_American,L1_Australian,L1_British,L1_Canadian,sex_0,sex_1
75,American,10,19,0.028985507,0.028985507,1,0,0,0,1,0
66,American,10,27,0.028985507,0.028985507,1,0,0,0,1,0
65,American,10,19,0.028985507,0.028985507,1,0,0,0,1,0
2442,Australian,17,74,0.028985507,0.028985507,0,1,0,0,0,1
2438,Australian,17,19,0.028985507,0.028985507,0,1,0,0,1,0
568,Australian,17,20,0.028985507,0.028985507,0,1,0,0,1,0
485,Australian,17,22,0.028985507,0.028985507,0,1,0,0,0,1
143,Australian,17,20,0.028985507,0.028985507,0,1,0,0,1,0
2187,British,2,20,0.028985507,0.028985507,0,0,1,0,0,1
2012,British,2,30,0.028985507,0.028985507,0,0,1,0,0,1
77,British,2,32,0.028985507,0.028985507,0,0,1,0,1,0
1618,Canadian,18,20,0.028985507,0.028985507,0,0,0,1,1,0
1276,Canadian,18,21,0.028985507,0.028985507,0,0,0,1,0,1
1246,Canadian,18,55,0.028985507,0.028985507,0,0,0,1,1,0
1173,Canadian,18,20,0.028985507,0.028985507,0,0,0,1,0,1
1078,Canadian,18,21,0.028985507,0.028985507,0,0,0,1,0,1
835,Canadian,18,18,0.028985507,0.028985507,0,0,0,1,0,1
820,Canadian,18,23,0.028985507,0.028985507,0,0,0,1,0,1
815,Canadian,18,20,0.028985507,0.028985507,0,0,0,1,0,1
793,Canadian,18,61,0.028985507,0.028985507,0,0,0,1,1,0
705,Canadian,18,19,0.028985507,0.028985507,0,0,0,1,0,1
503,Canadian,18,20,0.028985507,0.028985507,0,0,0,1,0,1
123,Canadian,18,18,0.028985507,0.028985507,0,0,0,1,0,1
89,Canadian,18,27,0.028985507,0.028985507,0,0,0,1,1,0
2920,American,10,60,0.028985507,0.028571429,1,0,0,0,1,0
2917,American,10,23,0.028985507,0.028571429,1,0,0,0,0,1
2404,American,10,21,0.028985507,0.028571429,1,0,0,0,1,0
2046,American,10,27,0.028985507,0.028571429,1,0,0,0,1,0
1235,American,10,44,0.028985507,0.028571429,1,0,0,0,1,0
605,American,10,21,0.028985507,0.028571429,1,0,0,0,0,1
702,Australian,17,25,0.028985507,0.028571429,0,1,0,0,0,1
70,British,2,32,0.028985507,0.028571429,0,0,1,0,0,1
456,Canadian,18,31,0.028985507,0.028571429,0,0,0,1,1,0
2926,American,10,27,0.014492754,0.014492754,1,0,0,0,0,1
2922,American,10,32,0.014492754,0.014492754,1,0,0,0,1,0
2898,American,10,21,0.014492754,0.014492754,1,0,0,0,0,1
2799,American,10,22,0.014492754,0.014492754,1,0,0,0,1,0
2793,American,10,56,0.014492754,0.014492754,1,0,0,0,1,0
2619,American,10,25,0.014492754,0.014492754,1,0,0,0,1,0
2380,American,10,22,0.014492754,0.014492754,1,0,0,0,0,1
2379,American,10,26,0.014492754,0.014492754,1,0,0,0,0,1
2377,American,10,19,0.014492754,0.014492754,1,0,0,0,1,0
2375,American,10,63,0.014492754,0.014492754,1,0,0,0,0,1
2361,American,10,53,0.014492754,0.014492754,1,0,0,0,1,0
2225,American,10,45,0.014492754,0.014492754,1,0,0,0,0,1
2197,American,10,23,0.014492754,0.014492754,1,0,0,0,0,1
2185,American,10,46,0.014492754,0.014492754,1,0,0,0,1,0
2106,American,10,30,0.014492754,0.014492754,1,0,0,0,1,0
2080,American,10,24,0.014492754,0.014492754,1,0,0,0,1,0
2074,American,10,38,0.014492754,0.014492754,1,0,0,0,1,0
2055,American,10,26,0.014492754,0.014492754,1,0,0,0,1,0
2050,American,10,48,0.014492754,0.014492754,1,0,0,0,0,1
1961,American,10,27,0.014492754,0.014492754,1,0,0,0,0,1
1960,American,10,38,0.014492754,0.014492754,1,0,0,0,0,1
1959,American,10,18,0.014492754,0.014492754,1,0,0,0,0,1
1934,American,10,18,0.014492754,0.014492754,1,0,0,0,0,1
1926,American,10,18,0.014492754,0.014492754,1,0,0,0,1,0
1925,American,10,25,0.014492754,0.014492754,1,0,0,0,1,0
1907,American,10,22,0.014492754,0.014492754,1,0,0,0,1,0
1890,American,10,32,0.014492754,0.014492754,1,0,0,0,0,1
1884,American,10,49,0.014492754,0.014492754,1,0,0,0,1,0
1873,American,10,52,0.014492754,0.014492754,1,0,0,0,0,1
1872,American,10,44,0.014492754,0.014492754,1,0,0,0,1,0
1818,American,10,22,0.014492754,0.014492754,1,0,0,0,0,1
1801,American,10,19,0.014492754,0.014492754,1,0,0,0,1,0
1720,American,10,77,0.014492754,0.014492754,1,0,0,0,0,1
1718,American,10,23,0.014492754,0.014492754,1,0,0,0,1,0
1656,American,10,25,0.014492754,0.014492754,1,0,0,0,1,0
1639,American,10,32,0.014492754,0.014492754,1,0,0,0,1,0
1571,American,10,18,0.014492754,0.014492754,1,0,0,0,0,1
1563,American,10,29,0.014492754,0.014492754,1,0,0,0,0,1
1533,American,10,21,0.014492754,0.014492754,1,0,0,0,1,0
1531,American,10,25,0.014492754,0.014492754,1,0,0,0,0,1
1492,American,10,39,0.014492754,0.014492754,1,0,0,0,1,0
1477,American,10,23,0.014492754,0.014492754,1,0,0,0,1,0
1469,American,10,24,0.014492754,0.014492754,1,0,0,0,1,0
1430,American,10,18,0.014492754,0.014492754,1,0,0,0,0,1
1410,American,10,59,0.014492754,0.014492754,1,0,0,0,0,1
1395,American,10,60,0.014492754,0.014492754,1,0,0,0,1,0
1385,American,10,21,0.014492754,0.014492754,1,0,0,0,1,0
1375,American,10,21,0.014492754,0.014492754,1,0,0,0,1,0
1371,American,10,31,0.014492754,0.014492754,1,0,0,0,1,0
1331,American,10,18,0.014492754,0.014492754,1,0,0,0,1,0
1326,American,10,20,0.014492754,0.014492754,1,0,0,0,1,0
1325,American,10,46,0.014492754,0.014492754,1,0,0,0,1,0
1320,American,10,20,0.014492754,0.014492754,1,0,0,0,0,1
1315,American,10,50,0.014492754,0.014492754,1,0,0,0,0,1
1307,American,10,48,0.014492754,0.014492754,1,0,0,0,0,1
1239,American,10,18,0.014492754,0.014492754,1,0,0,0,0,1
1233,American,10,23,0.014492754,0.014492754,1,0,0,0,1,0
1232,American,10,20,0.014492754,0.014492754,1,0,0,0,1,0
1226,American,10,18,0.014492754,0.014492754,1,0,0,0,1,0
1207,American,10,33,0.014492754,0.014492754,1,0,0,0,1,0
1205,American,10,21,0.014492754,0.014492754,1,0,0,0,0,1
1163,American,10,26,0.014492754,0.014492754,1,0,0,0,0,1
1132,American,10,19,0.014492754,0.014492754,1,0,0,0,0,1
1122,American,10,20,0.014492754,0.014492754,1,0,0,0,1,0
1110,American,10,38,0.014492754,0.014492754,1,0,0,0,1,0
1100,American,10,22,0.014492754,0.014492754,1,0,0,0,0,1
1071,American,10,19,0.014492754,0.014492754,1,0,0,0,1,0
939,American,10,59,0.014492754,0.014492754,1,0,0,0,1,0
937,American,10,45,0.014492754,0.014492754,1,0,0,0,0,1
918,American,10,38,0.014492754,0.014492754,1,0,0,0,0,1
899,American,10,28,0.014492754,0.014492754,1,0,0,0,1,0
884,American,10,26,0.014492754,0.014492754,1,0,0,0,0,1
871,American,10,25,0.014492754,0.014492754,1,0,0,0,1,0
840,American,10,33,0.014492754,0.014492754,1,0,0,0,1,0
825,American,10,26,0.014492754,0.014492754,1,0,0,0,1,0
821,American,10,52,0.014492754,0.014492754,1,0,0,0,1,0
818,American,10,32,0.014492754,0.014492754,1,0,0,0,1,0
720,American,10,53,0.014492754,0.014492754,1,0,0,0,1,0
695,American,10,27,0.014492754,0.014492754,1,0,0,0,1,0
684,American,10,23,0.014492754,0.014492754,1,0,0,0,0,1
678,American,10,21,0.014492754,0.014492754,1,0,0,0,0,1
673,American,10,18,0.014492754,0.014492754,1,0,0,0,0,1
668,American,10,20,0.014492754,0.014492754,1,0,0,0,0,1
662,American,10,32,0.014492754,0.014492754,1,0,0,0,0,1
639,American,10,6,0.014492754,0.014492754,1,0,0,0,1,0
636,American,10,46,0.014492754,0.014492754,1,0,0,0,0,1
586,American,10,19,0.014492754,0.014492754,1,0,0,0,1,0
584,American,10,23,0.014492754,0.014492754,1,0,0,0,0,1
583,American,10,33,0.014492754,0.014492754,1,0,0,0,1,0
563,American,10,23,0.014492754,0.014492754,1,0,0,0,1,0
554,American,10,19,0.014492754,0.014492754,1,0,0,0,0,1
551,American,10,20,0.014492754,0.014492754,1,0,0,0,1,0
550,American,10,60,0.014492754,0.014492754,1,0,0,0,1,0
535,American,10,22,0.014492754,0.014492754,1,0,0,0,0,1
518,American,10,24,0.014492754,0.014492754,1,0,0,0,0,1
510,American,10,37,0.014492754,0.014492754,1,0,0,0,1,0
509,American,10,19,0.014492754,0.014492754,1,0,0,0,1,0
497,American,10,24,0.014492754,0.014492754,1,0,0,0,1,0
489,American,10,19,0.014492754,0.014492754,1,0,0,0,0,1
480,American,10,20,0.014492754,0.014492754,1,0,0,0,0,1
445,American,10,27,0.014492754,0.014492754,1,0,0,0,1,0
420,American,10,80,0.014492754,0.014492754,1,0,0,0,1,0
408,American,10,22,0.014492754,0.014492754,1,0,0,0,1,0
158,American,10,46,0.014492754,0.014492754,1,0,0,0,1,0
154,American,10,32,0.014492754,0.014492754,1,0,0,0,0,1
152,American,10,38,0.014492754,0.014492754,1,0,0,0,0,1
150,American,10,43,0.014492754,0.014492754,1,0,0,0,1,0
137,American,10,34,0.014492754,0.014492754,1,0,0,0,0,1
134,American,10,85,0.014492754,0.014492754,1,0,0,0,1,0
129,American,10,34,0.014492754,0.014492754,1,0,0,0,1,0
116,American,10,32,0.014492754,0.014492754,1,0,0,0,0,1
115,American,10,57,0.014492754,0.014492754,1,0,0,0,1,0
114,American,10,77,0.014492754,0.014492754,1,0,0,0,0,1
112,American,10,56,0.014492754,0.014492754,1,0,0,0,0,1
111,American,10,21,0.014492754,0.014492754,1,0,0,0,0,1
106,American,10,70,0.014492754,0.014492754,1,0,0,0,0,1
79,American,10,71,0.014492754,0.014492754,1,0,0,0,0,1
67,American,10,74,0.014492754,0.014492754,1,0,0,0,1,0
63,American,10,84,0.014492754,0.014492754,1,0,0,0,0,1
61,American,10,62,0.014492754,0.014492754,1,0,0,0,1,0
2441,Australian,17,27.5,0.014492754,0.014492754,0,1,0,0,1,0
1352,Australian,17,21,0.014492754,0.014492754,0,1,0,0,1,0
1219,Australian,17,22,0.014492754,0.014492754,0,1,0,0,1,0
1072,Australian,17,21,0.014492754,0.014492754,0,1,0,0,0,1
1295,British,2,52,0.014492754,0.014492754,0,0,1,0,1,0
740,British,2,27,0.014492754,0.014492754,0,0,1,0,0,1
506,British,2,24,0.014492754,0.014492754,0,0,1,0,1,0
421,British,2,86,0.014492754,0.014492754,0,0,1,0,0,1
2186,Canadian,18,33,0.014492754,0.014492754,0,0,0,1,1,0
1962,Canadian,18,25,0.014492754,0.014492754,0,0,0,1,0,1
1727,Canadian,18,18,0.014492754,0.014492754,0,0,0,1,0,1
1661,Canadian,18,22,0.014492754,0.014492754,0,0,0,1,0,1
1648,Canadian,18,20,0.014492754,0.014492754,0,0,0,1,0,1
1493,Canadian,18,20,0.014492754,0.014492754,0,0,0,1,0,1
1360,Canadian,18,21,0.014492754,0.014492754,0,0,0,1,1,0
1348,Canadian,18,26,0.014492754,0.014492754,0,0,0,1,1,0
1257,Canadian,18,32,0.014492754,0.014492754,0,0,0,1,1,0
1174,Canadian,18,18,0.014492754,0.014492754,0,0,0,1,0,1
1172,Canadian,18,75,0.014492754,0.014492754,0,0,0,1,1,0
1137,Canadian,18,87,0.014492754,0.014492754,0,0,0,1,0,1
1067,Canadian,18,21,0.014492754,0.014492754,0,0,0,1,1,0
604,Canadian,18,54,0.014492754,0.014492754,0,0,0,1,0,1
508,Canadian,18,40,0.014492754,0.014492754,0,0,0,1,1,0
455,Canadian,18,55,0.014492754,0.014492754,0,0,0,1,1,0
407,Canadian,18,84,0.014492754,0.014492754,0,0,0,1,0,1
126,Canadian,18,54,0.014492754,0.014492754,0,0,0,1,1,0
113,Canadian,18,27,0.014492754,0.014492754,0,0,0,1,0,1
103,Canadian,18,48,0.014492754,0.014492754,0,0,0,1,1,0
