speakerid_x,age,age_onset,L1,L1_coded,sex,Eng_experience,typology,vowels,WER,MER,norm_area,mer_group
1885,26,2,arabic,1,1,98,0,6,0,0,942.193326,0
1964,28,3,arabic,1,0,97,0,6,0,0,1776.89707,0
1894,18,4,arabic,1,1,96,0,6,0,0,1709.57224,0
1253,34,6,arabic,1,1,94,0,6,0,0,988.316962,0
1753,20,7,arabic,1,0,94,0,6,0,0,1239.33227,0
1565,22,7,arabic,1,0,93,0,6,0,0,2386.68737,0
1841,47,7,arabic,1,1,93,0,6,0,0,1884.22475,0
1394,19,9,arabic,1,1,92,0,6,0,0,1677.69359,0
1486,23,12,arabic,1,0,84,0,6,0,0,888.057458,0
670,46,30,arabic,1,1,68,0,6,0,0,1711.22065,0
1076,18,0,BI_english,3,0,84,0,11,0,0,1087.00449,0
1215,18,0,BI_english,3,1,100,0,11,0,0,548.356972,0
1241,18,0,BI_english,3,1,100,0,11,0,0,791.326753,0
2012,19,0,BI_english,3,1,100,0,11,0,0,939.62775,0
1561,19,0,BI_english,3,1,100,0,11,0,0,773.615678,0
117,20,0,BI_english,3,0,100,0,11,0,0,1333.26153,0
1373,20,0,BI_english,3,1,100,0,11,0,0,2273.65644,0
1650,20,0,BI_english,3,0,100,0,11,0,0,760.832962,0
857,21,0,BI_english,3,0,100,0,11,0,0,605.895924,0
1093,24,0,BI_english,3,1,100,0,11,0,0,1014.84132,0
1294,25,0,BI_english,3,1,100,0,11,0,0,1236.66197,0
97,27,0,BI_english,3,0,100,0,11,0,0,1359.70032,0
77,30,0,BI_english,3,1,100,0,11,0,0,1061.78816,0
135,31,0,BI_english,3,0,100,0,11,0,0,440.466755,0
680,35,0,BI_english,3,1,100,0,11,0,0,1037.8852,0
1692,35,0,BI_english,3,1,100,0,11,0,0,1818.89401,0
604,38,0,BI_english,3,0,100,0,11,0,0,1367.1781,0
1295,43,0,BI_english,3,0,100,0,11,0,0,1553.44798,0
119,46,0,BI_english,3,1,100,0,11,0,0,1783.22212,0
1292,52,0,BI_english,3,0,100,0,11,0,0,626.231636,0
1348,59,0,BI_english,3,1,100,0,11,0,0,1670.96682,0
740,66,0,BI_english,3,0,100,0,11,0,0,967.279087,0
1300,29,7,dutch,6,0,94,0,13,0,0,1153.35108,0
1466,22,9,dutch,6,1,92,0,13,0,0,81.7844758,0
1484,25,9,dutch,6,0,91,0,13,0,0,1021.07002,0
1003,33,10,dutch,6,1,90,0,13,0,0,1788.98657,0
847,46,10,dutch,6,1,90,0,13,0,0,1439.66723,0
1705,21,11,dutch,6,0,84,0,13,0,0,9.78104959,0
1481,21,12,dutch,6,1,83,0,13,0,0,1558.36703,0
1004,35,12,dutch,6,1,83,0,13,0,0,2521.30772,0
1264,21,13,dutch,6,1,83,0,13,0,0,1639.08288,0
1266,23,13,dutch,6,1,82,0,13,0,0,1502.3434,0
1463,23,13,dutch,6,1,82,0,13,0,0,1554.22415,0
1462,21,14,dutch,6,1,82,0,13,0,0,1282.01888,0
1468,22,14,dutch,6,1,81,0,13,0,0,20.1444706,0
929,41,14,dutch,6,0,81,0,13,0,0,129.459039,0
1846,25,8,french,7,1,95,0,12,0,0,1194.49563,0
1830,19,10,french,7,1,91,0,12,0,0,992.499347,0
1729,39,12,french,7,0,83,0,12,0,0,1413.39839,0
1972,51,11,german,8,1,84,0,8,0,0,1679.12301,0
193,47,12,german,8,0,83,0,8,0,0,878.95703,0
936,41,16,german,8,0,81,0,8,0,0,1926.8698,0
1124,42,20,italian,10,0,77,0,7,0,0,985.345277,0
440,52,25,italian,10,0,67,0,7,0,0,1369.35413,0
1537,25,3,japanese,11,1,50,1,5,0,0,1482.18812,0
226,30,10,japanese,11,1,95,1,5,0,0,532.195545,0
227,18,12,japanese,11,0,84,1,5,0,0,1219.24274,0
486,25,12,japanese,11,0,83,1,5,0,0,1198.67627,0
1881,69,12,japanese,11,1,83,1,5,0,0,235.359131,0
1987,52,13,japanese,11,1,82,1,5,0,0,1907.7347,0
1950,26,3,korean,12,0,85,0,10,0,0,1177.1267,0
1117,25,7,korean,12,0,93,0,10,0,0,847.930319,0
244,32,10,korean,12,0,90,0,10,0,0,1974.08346,0
1126,58,13,korean,12,1,82,0,10,0,0,1690.05303,0
241,29,15,korean,12,1,81,0,10,0,0,1469.9566,0
1507,23,21,korean,12,0,69,0,10,0,0,25.2030187,0
1541,25,6,mandarin,13,0,94,2,6,0,0,764.23948,0
2000,23,7,mandarin,13,0,94,2,6,0,0,126.800227,0
1089,21,10,mandarin,13,1,91,2,6,0,0,1746.10781,0
931,40,12,mandarin,13,1,83,2,6,0,0,1229.95622,0
1125,28,13,mandarin,13,1,82,2,6,0,0,1534.83491,0
64,18,0,na_english,4,1,100,0,11,0,0,1210.58383,0
541,18,0,na_english,4,0,100,0,11,0,0,246.574584,0
1070,18,0,na_english,4,1,100,0,11,0,0,333.865806,0
1893,18,0,na_english,4,1,100,0,11,0,0,1912.87156,0
1960,18,0,na_english,4,1,100,0,11,0,0,1096.80391,0
122,18,0,na_english,4,0,100,0,11,0,0,1122.74432,0
152,18,0,na_english,4,0,100,0,11,0,0,695.678742,0
160,18,0,na_english,4,0,100,0,11,0,0,582.327294,0
540,18,0,na_english,4,1,100,0,11,0,0,1265.78212,0
555,18,0,na_english,4,0,100,0,11,0,0,93.5846388,0
597,18,0,na_english,4,1,100,0,11,0,0,1576.23007,0
749,18,0,na_english,4,1,100,0,11,0,0,1088.37731,0
764,18,0,na_english,4,1,100,0,11,0,0,1099.62265,0
767,18,0,na_english,4,0,100,0,11,0,0,783.286638,0
871,18,0,na_english,4,1,100,0,11,0,0,852.130332,0
899,18,0,na_english,4,0,100,0,11,0,0,964.870448,0
1208,18,0,na_english,4,1,100,0,11,0,0,132.800109,0
123,19,0,na_english,4,0,100,0,11,0,0,1388.01784,0
1661,19,0,na_english,4,0,100,0,11,0,0,1066.11931,0
1959,19,0,na_english,4,1,100,0,11,0,0,1101.28505,0
2056,19,0,na_english,4,1,100,0,11,0,0,671.365618,0
128,19,0,na_english,4,0,100,0,11,0,0,867.203423,0
617,19,0,na_english,4,0,100,0,11,0,0,67.5381534,0
983,19,0,na_english,4,1,100,0,11,0,0,871.494939,0
1222,19,0,na_english,4,0,100,0,11,0,0,59.5365909,0
1232,19,0,na_english,4,1,100,0,11,0,0,1170.54685,0
1277,19,0,na_english,4,1,100,0,11,0,0,1247.0153,0
1416,19,0,na_english,4,1,100,0,11,0,0,1323.1525,0
1524,19,0,na_english,4,1,100,0,11,0,0,1213.83197,0
1550,19,0,na_english,4,1,100,0,11,0,0,54.6108063,0
1895,20,0,na_english,4,0,100,0,11,0,0,1115.97777,0
2060,20,0,na_english,4,1,100,0,11,0,0,1061.2913,0
134,20,0,na_english,4,0,100,0,11,0,0,1210.41551,0
141,20,0,na_english,4,1,100,0,11,0,0,1963.31023,0
490,20,0,na_english,4,1,100,0,11,0,0,1407.10854,0
912,20,0,na_english,4,1,100,0,11,0,0,1029.38142,0
939,20,0,na_english,4,0,100,0,11,0,0,768.296523,0
1233,20,0,na_english,4,0,100,0,11,0,0,228.224082,0
1280,20,0,na_english,4,1,100,0,11,0,0,2711.07168,0
1492,20,0,na_english,4,1,100,0,11,0,0,1336.68763,0
1564,20,0,na_english,4,0,100,0,11,0,0,1352.05145,0
1674,20,0,na_english,4,0,100,0,11,0,0,745.221351,0
1718,20,0,na_english,4,0,100,0,11,0,0,1022.34939,0
1956,21,0,na_english,4,1,100,0,11,0,0,999.241916,0
1957,21,0,na_english,4,1,100,0,11,0,0,885.663221,0
125,21,0,na_english,4,0,100,0,11,0,0,1493.35396,0
133,21,0,na_english,4,0,100,0,11,0,0,372.195749,0
542,21,0,na_english,4,1,100,0,11,0,0,1147.98031,0
563,21,0,na_english,4,0,100,0,11,0,0,917.308754,0
884,21,0,na_english,4,0,100,0,11,0,0,1755.41246,0
889,21,0,na_english,4,0,100,0,11,0,0,105.283128,0
1477,21,0,na_english,4,0,100,0,11,0,0,1176.97739,0
1534,21,0,na_english,4,0,100,0,11,0,0,2305.60821,0
1548,21,0,na_english,4,1,100,0,11,0,0,540.276081,0
1728,21,0,na_english,4,1,100,0,11,0,0,1238.64353,0
1887,22,0,na_english,4,1,100,0,11,0,0,730.225337,0
1955,22,0,na_english,4,1,100,0,11,0,0,837.643629,0
157,22,0,na_english,4,1,100,0,11,0,0,1188.39028,0
158,22,0,na_english,4,1,100,0,11,0,0,1050.77109,0
163,22,0,na_english,4,0,100,0,11,0,0,924.183866,0
65,22,0,na_english,4,0,100,0,11,0,0,1132.54561,0
507,22,0,na_english,4,0,100,0,11,0,0,635.785055,0
662,22,0,na_english,4,0,100,0,11,0,0,684.105515,0
667,22,0,na_english,4,1,100,0,11,0,0,1156.16888,0
801,22,0,na_english,4,1,100,0,11,0,0,499.931339,0
1052,22,0,na_english,4,1,100,0,11,0,0,0.02369459,0
1236,22,0,na_english,4,1,100,0,11,0,0,1203.01674,0
1308,22,0,na_english,4,0,100,0,11,0,0,1086.42083,0
1716,22,0,na_english,4,1,100,0,11,0,0,4.28753593,0
1726,22,0,na_english,4,0,100,0,11,0,0,2044.28916,0
1257,23,0,na_english,4,1,100,0,11,0,0,1570.82107,0
1933,23,0,na_english,4,1,100,0,11,0,0,935.991691,0
2043,23,0,na_english,4,1,100,0,11,0,0,1000.75893,0
63,23,0,na_english,4,1,100,0,11,0,0,1774.30005,0
574,23,0,na_english,4,1,100,0,11,0,0,460.376319,0
684,23,0,na_english,4,1,100,0,11,0,0,2095.83041,0
937,23,0,na_english,4,0,100,0,11,0,0,502.184932,0
1206,23,0,na_english,4,1,100,0,11,0,0,409.262177,0
1423,23,0,na_english,4,1,100,0,11,0,0,1590.19358,0
519,24,0,na_english,4,0,100,0,11,0,0,1001.54964,0
2101,24,0,na_english,4,0,100,0,11,0,0,955.408629,0
729,24,0,na_english,4,0,100,0,11,0,0,693.420668,0
863,24,0,na_english,4,0,100,0,11,0,0,1287.14368,0
1239,24,0,na_english,4,1,100,0,11,0,0,663.329833,0
1258,24,0,na_english,4,0,100,0,11,0,0,55.1453644,0
1469,24,0,na_english,4,0,100,0,11,0,0,1313.43109,0
1531,24,0,na_english,4,0,100,0,11,0,0,1712.71649,0
126,25,0,na_english,4,1,100,0,11,0,0,1408.56107,0
508,25,0,na_english,4,0,100,0,11,0,0,1706.0437,0
1067,25,0,na_english,4,0,100,0,11,0,0,393.154602,0
1886,25,0,na_english,4,1,100,0,11,0,0,1299.36007,0
1907,25,0,na_english,4,1,100,0,11,0,0,1086.63757,0
510,25,0,na_english,4,1,100,0,11,0,0,1434.91492,0
664,25,0,na_english,4,0,100,0,11,0,0,1194.9778,0
1648,26,0,na_english,4,1,100,0,11,0,0,1486.98697,0
420,26,0,na_english,4,1,100,0,11,0,0,1173.26752,0
509,26,0,na_english,4,0,100,0,11,0,0,1267.53983,0
668,26,0,na_english,4,1,100,0,11,0,0,813.280636,0
982,26,0,na_english,4,1,100,0,11,0,0,1420.5922,0
1132,26,0,na_english,4,0,100,0,11,0,0,8.70717476,0
1371,26,0,na_english,4,1,100,0,11,0,0,1004.11248,0
820,27,0,na_english,4,0,100,0,11,0,0,1112.81369,0
1727,27,0,na_english,4,0,100,0,11,0,0,439.219327,0
1961,27,0,na_english,4,1,100,0,11,0,0,1523.58654,0
2080,27,0,na_english,4,1,100,0,11,0,0,1468.17917,0
78,27,0,na_english,4,1,100,0,11,0,0,796.802025,0
618,27,0,na_english,4,0,100,0,11,0,0,649.661622,0
636,27,0,na_english,4,1,100,0,11,0,0,1760.28505,0
1205,27,0,na_english,4,0,100,0,11,0,0,1352.63619,0
1297,27,0,na_english,4,0,100,0,11,0,0,965.801273,0
1303,27,0,na_english,4,1,100,0,11,0,0,576.704385,0
1385,27,0,na_english,4,0,100,0,11,0,0,1060.76117,0
1719,27.5,0,na_english,4,0,100,0,11,0,0,1041.34956,0
469,28,0,na_english,4,1,100,0,11,0,0,1541.48405,0
1119,28,0,na_english,4,0,100,0,11,0,0,1196.54692,0
1172,29,0,na_english,4,0,100,0,11,0,0,1428.63771,0
1925,29,0,na_english,4,1,100,0,11,0,0,946.543154,0
1928,29,0,na_english,4,1,100,0,11,0,0,1398.44161,0
1951,29,0,na_english,4,1,100,0,11,0,0,1369.22988,0
111,29,0,na_english,4,1,100,0,11,0,0,939.295315,0
1552,29,0,na_english,4,1,100,0,11,0,0,1281.14379,0
1657,29,0,na_english,4,1,100,0,11,0,0,1163.43158,0
89,30,0,na_english,4,1,100,0,11,0,0,1089.82545,0
2061,30,0,na_english,4,1,100,0,11,0,0,2039.4004,0
120,30,0,na_english,4,0,100,0,11,0,0,867.974082,0
145,30,0,na_english,4,0,100,0,11,0,0,1205.84583,0
583,30,0,na_english,4,0,100,0,11,0,0,1970.02724,0
720,30,0,na_english,4,0,100,0,11,0,0,1740.77309,0
1374,30,0,na_english,4,1,100,0,11,0,0,1386.5667,0
1411,30,0,na_english,4,1,100,0,11,0,0,633.405235,0
1799,30,0,na_english,4,1,100,0,11,0,0,1612.77457,0
1173,31,0,na_english,4,1,100,0,11,0,0,2078.86517,0
1970,31,0,na_english,4,0,100,0,11,0,0,156.199635,0
1410,31,0,na_english,4,0,100,0,11,0,0,777.430823,0
1659,31,0,na_english,4,1,100,0,11,0,0,1565.50467,0
1818,31,0,na_english,4,1,100,0,11,0,0,1481.4416,0
1276,32,0,na_english,4,0,100,0,11,0,0,2919.65927,0
1875,32,0,na_english,4,1,100,0,11,0,0,526.171868,0
2074,32,0,na_english,4,0,100,0,11,0,0,1470.56633,0
138,32,0,na_english,4,0,100,0,11,0,0,157.215414,0
798,32,0,na_english,4,1,100,0,11,0,0,1581.59388,0
825,32,0,na_english,4,0,100,0,11,0,0,1049.20049,0
1214,32,0,na_english,4,1,100,0,11,0,0,776.618081,0
1430,32,0,na_english,4,1,100,0,11,0,0,824.317886,0
835,33,0,na_english,4,0,100,0,11,0,0,1184.76809,0
952,33,0,na_english,4,0,100,0,11,0,0,364.971869,0
1225,33,0,na_english,4,0,100,0,11,0,0,11.2342733,0
1656,33,0,na_english,4,1,100,0,11,0,0,2014.1258,0
1323,34,0,na_english,4,1,100,0,11,0,0,921.683276,0
535,35,0,na_english,4,0,100,0,11,0,0,1107.46651,0
79,37,0,na_english,4,1,100,0,11,0,0,1192.04348,0
1934,38,0,na_english,4,1,100,0,11,0,0,927.364511,0
2170,38,0,na_english,4,1,100,0,11,0,0,1223.39672,0
442,38,0,na_english,4,1,100,0,11,0,0,1407.17093,0
480,38,0,na_english,4,0,100,0,11,0,0,757.79712,0
1051,38,0,na_english,4,0,100,0,11,0,0,28.6651061,0
1110,38,0,na_english,4,1,100,0,11,0,0,1610.75017,0
1320,38,0,na_english,4,1,100,0,11,0,0,587.188946,0
1969,39,0,na_english,4,1,100,0,11,0,0,794.435137,0
489,39,0,na_english,4,0,100,0,11,0,0,1271.69651,0
858,39,0,na_english,4,0,100,0,11,0,0,670.30895,0
1113,40,0,na_english,4,1,100,0,11,0,0,717.537855,0
115,40,0,na_english,4,1,100,0,11,0,0,945.105215,0
523,40,0,na_english,4,1,100,0,11,0,0,157.537097,0
554,40,0,na_english,4,0,100,0,11,0,0,747.018265,0
1078,41,0,na_english,4,0,100,0,11,0,0,1746.71024,0
548,41,0,na_english,4,1,100,0,11,0,0,112.781214,0
547,41,0,na_english,4,0,100,0,11,0,0,76.4396582,0
2106,42,0,na_english,4,1,100,0,11,0,0,284.835314,0
61,42,0,na_english,4,0,100,0,11,0,0,1824.45086,0
518,42,0,na_english,4,0,100,0,11,0,0,15.6404338,0
606,42,0,na_english,4,1,100,0,11,0,0,2136.93922,0
81,43,0,na_english,4,0,100,0,11,0,0,667.726988,0
109,43,0,na_english,4,0,100,0,11,0,0,519.799473,0
550,43,0,na_english,4,1,100,0,11,0,0,1300.78252,0
1321,43,0,na_english,4,0,100,0,11,0,0,1089.40268,0
1555,43,0,na_english,4,0,100,0,11,0,0,817.859441,0
1546,44,0,na_english,4,0,100,0,11,0,0,966.688912,0
1563,44,0,na_english,4,1,100,0,11,0,0,1669.22362,0
1802,44,0,na_english,4,1,100,0,11,0,0,1021.46984,0
695,46,0,na_english,4,0,100,0,11,0,0,19.9364617,0
907,46,0,na_english,4,0,100,0,11,0,0,1359.93824,0
1315,46,0,na_english,4,0,100,0,11,0,0,362.62805,0
103,47,0,na_english,4,0,100,0,11,0,0,320.339113,0
1884,47,0,na_english,4,1,100,0,11,0,0,843.770439,0
127,47,0,na_english,4,0,100,0,11,0,0,636.278811,0
739,48,0,na_english,4,1,100,0,11,0,0,1588.05673,0
919,48,0,na_english,4,1,100,0,11,0,0,644.114511,0
794,49,0,na_english,4,0,100,0,11,0,0,1417.27152,0
146,50,0,na_english,4,1,100,0,11,0,0,2141.9739,0
150,50,0,na_english,4,0,100,0,11,0,0,367.378278,0
556,50,0,na_english,4,1,100,0,11,0,0,1272.12661,0
590,50,0,na_english,4,0,100,0,11,0,0,252.7353,0
918,50,0,na_english,4,1,100,0,11,0,0,38.2477583,0
2121,51,0,na_english,4,0,100,0,11,0,0,1411.25677,0
1908,52,0,na_english,4,1,100,0,11,0,0,1092.28889,0
2077,52,0,na_english,4,0,100,0,11,0,0,1109.77124,0
130,52,0,na_english,4,0,100,0,11,0,0,73.8128385,0
1163,52,0,na_english,4,0,100,0,11,0,0,1053.05898,0
116,53,0,na_english,4,1,100,0,11,0,0,1440.57304,0
155,53,0,na_english,4,0,100,0,11,0,0,1057.1988,0
1571,53,0,na_english,4,1,100,0,11,0,0,1743.56203,0
87,54,0,na_english,4,1,100,0,11,0,0,1693.88787,0
1220,54,0,na_english,4,0,100,0,11,0,0,1603.45136,0
1873,55,0,na_english,4,1,100,0,11,0,0,1230.74093,0
1413,55,0,na_english,4,1,100,0,11,0,0,1167.11679,0
1330,56,0,na_english,4,1,100,0,11,0,0,1354.43072,0
1872,57,0,na_english,4,0,100,0,11,0,0,1424.23543,0
584,57,0,na_english,4,0,100,0,11,0,0,1928.30498,0
1665,58,0,na_english,4,0,100,0,11,0,0,641.40876,0
1075,59,0,na_english,4,0,100,0,11,0,0,670.553666,0
94,60,0,na_english,4,1,100,0,11,0,0,2281.91415,0
1532,60,0,na_english,4,0,100,0,11,0,0,51.7171964,0
2167,63,0,na_english,4,1,100,0,11,0,0,1841.15972,0
674,63,0,na_english,4,1,100,0,11,0,0,1777.20796,0
1361,64,0,na_english,4,0,100,0,11,0,0,750.667726,0
1664,64,0,na_english,4,1,100,0,11,0,0,801.914802,0
1734,64,0,na_english,4,1,100,0,11,0,0,1593.28439,0
1803,66,0,na_english,4,1,100,0,11,0,0,1162.43432,0
112,67,0,na_english,4,0,100,0,11,0,0,243.291284,0
1412,68,0,na_english,4,1,100,0,11,0,0,1349.12827,0
1332,70,0,na_english,4,1,100,0,11,0,0,1277.96326,0
106,73,0,na_english,4,0,100,0,11,0,0,699.625987,0
1334,74,0,na_english,4,0,100,0,11,0,0,1659.34349,0
107,76,0,na_english,4,1,100,0,11,0,0,1389.47691,0
818,77,0,na_english,4,1,100,0,11,0,0,180.678004,0
1328,77,0,na_english,4,1,100,0,11,0,0,1915.71896,0
1307,80,0,na_english,4,0,100,0,11,0,0,1476.38699,0
1324,85,0,na_english,4,0,100,0,11,0,0,1016.89925,0
2103,86,0,na_english,4,1,100,0,11,0,0,2363.33538,0
1625,53,4,polish,14,1,100,0,6,0,0,1834.95478,0
1738,19,6,polish,14,0,95,0,6,0,0,1958.38565,0
1671,20,11,polish,14,0,84,0,6,0,0,270.831361,0
279,31,12,polish,14,1,84,0,6,0,0,1318.10099,0
2085,48,12,polish,14,1,83,0,6,0,0,1411.42393,0
841,23,15,polish,14,1,81,0,6,0,0,1409.11965,0
1750,25,5,russian,15,1,95,0,5,0,0,1445.82033,0
1947,29,6,russian,15,1,94,0,5,0,0,1447.57273,0
2027,68,14,russian,15,1,81,0,5,0,0,1115.3316,0
609,33,18,russian,15,0,78,0,5,0,0,896.098515,0
2026,45,6,spanish,16,0,94,0,5,0,0,26.1155662,0
1992,42,8,swedish,17,0,92,1,9,0,0,1064.85721,0
1195,36,10,swedish,17,1,90,1,9,0,0,1107.67033,0
1836,39,11,swedish,17,1,84,1,9,0,0,1667.10453,0
373,22,4,thai,18,0,87,2,9,0,0,2095.09694,0
1892,25,4,arabic,1,0,96,0,6,0.014492754,0.014285714,94.810149,0
1011,38,5,arabic,1,0,95,0,6,0.014492754,0.014285714,691.189443,0
521,18,0,BI_english,3,0,100,0,11,0.014492754,0.014285714,1108.43516,0
536,33,0,BI_english,3,0,100,0,11,0.014492754,0.014285714,1445.74391,0
144,34,0,BI_english,3,0,100,0,11,0.014492754,0.014285714,1886.44027,0
71,40,0,BI_english,3,0,100,0,11,0.014492754,0.014285714,801.107603,0
70,69,0,BI_english,3,0,100,0,11,0.014492754,0.014285714,1680.27799,0
881,31,11,german,8,1,84,0,8,0.014492754,0.014285714,2219.8771,0
1381,28,11,japanese,11,0,85,1,5,0.014492754,0.014285714,1782.15699,0
1843,27,14,korean,12,1,81,0,10,0.014492754,0.014285714,1599.77104,0
573,18,0,na_english,4,1,100,0,11,0.014492754,0.014285714,751.053566,0
840,18,0,na_english,4,1,100,0,11,0.014492754,0.014285714,563.113976,0
1212,20,0,na_english,4,1,100,0,11,0.014492754,0.014285714,975.254917,0
2046,21,0,na_english,4,0,100,0,11,0.014492754,0.014285714,1313.80973,0
2059,22,0,na_english,4,1,100,0,11,0.014492754,0.014285714,1188.95987,0
497,23,0,na_english,4,0,100,0,11,0.014492754,0.014285714,621.181556,0
821,23,0,na_english,4,0,100,0,11,0.014492754,0.014285714,1204.93995,0
572,24,0,na_english,4,0,100,0,11,0.014492754,0.014285714,1194.36759,0
775,25,0,na_english,4,0,100,0,11,0.014492754,0.014285714,1588.28541,0
1786,25,0,na_english,4,0,100,0,11,0.014492754,0.014285714,568.957397,0
793,26,0,na_english,4,1,100,0,11,0.014492754,0.014285714,1318.96983,0
1618,27,0,na_english,4,0,100,0,11,0.014492754,0.014285714,765.76047,0
1735,30,0,na_english,4,1,100,0,11,0.014492754,0.014285714,440.070789,0
2113,39,0,na_english,4,0,100,0,11,0.014492754,0.014285714,1245.87648,0
605,39,0,na_english,4,1,100,0,11,0.014492754,0.014285714,8.98724685,0
154,48,0,na_english,4,1,100,0,11,0.014492754,0.014285714,137.52631,0
795,52,0,na_english,4,1,100,0,11,0.014492754,0.014285714,1007.85347,0
1337,58,0,na_english,4,1,100,0,11,0.014492754,0.014285714,1421.89083,0
104,63,0,na_english,4,1,100,0,11,0.014492754,0.014285714,1603.71444,0
456,65,0,na_english,4,0,100,0,11,0.014492754,0.014285714,1111.31051,0
1667,74,0,na_english,4,1,100,0,11,0.014492754,0.014285714,1146.62268,0
2049,90,0,na_english,4,0,100,0,11,0.014492754,0.014285714,557.195309,0
648,35,11,russian,15,0,84,0,5,0.014492754,0.014285714,1452.61204,0
647,34,12,russian,15,1,83,0,5,0.014492754,0.014285714,1307.31128,0
1065,19,9,swedish,17,1,92,1,9,0.014492754,0.014285714,1663.83357,0
701,22,10,swedish,17,1,90,1,9,0.014492754,0.014285714,1237.98693,0
2161,22,3,arabic,1,0,97,0,6,0.014492754,0.014492754,4.15922863,0
1870,18,4,arabic,1,0,97,0,6,0.014492754,0.014492754,2151.2245,0
23,28,4,arabic,1,1,96,0,6,0.014492754,0.014492754,2234.78414,0
1777,23,6,arabic,1,0,94,0,6,0.014492754,0.014492754,954.174274,0
1487,21,9,arabic,1,1,91,0,6,0.014492754,0.014492754,1462.23919,0
2143,31,10,arabic,1,1,90,0,6,0.014492754,0.014492754,2607.45484,0
1677,43,12,arabic,1,0,83,0,6,0.014492754,0.014492754,50.8884351,0
1963,24,14,arabic,1,1,82,0,6,0.014492754,0.014492754,1190.7372,0
19,19,15,arabic,1,1,80,0,6,0.014492754,0.014492754,1956.46264,0
512,35,15,arabic,1,0,80,0,6,0.014492754,0.014492754,1196.11365,0
1699,28,17,arabic,1,1,78,0,6,0.014492754,0.014492754,1027.49212,0
2081,22,0,BI_english,3,0,100,0,11,0.014492754,0.014492754,458.585873,0
439,31,0,BI_english,3,0,100,0,11,0.014492754,0.014492754,1913.08351,0
1310,36,0,BI_english,3,0,100,0,11,0.014492754,0.014492754,972.353682,0
1482,22,10,dutch,6,1,90,0,13,0.014492754,0.014492754,1180.0505,0
1479,21,11,dutch,6,1,85,0,13,0.014492754,0.014492754,1354.97407,0
2115,37,11,dutch,6,1,84,0,13,0.014492754,0.014492754,1295.21907,0
1260,23,12,dutch,6,1,83,0,13,0.014492754,0.014492754,2349.47348,0
913,39,12,dutch,6,0,83,0,13,0.014492754,0.014492754,1485.60916,0
1274,21,13,dutch,6,1,82,0,13,0.014492754,0.014492754,1533.50543,0
1268,23,13,dutch,6,0,82,0,13,0.014492754,0.014492754,1464.41127,0
1270,23,13,dutch,6,1,82,0,13,0.014492754,0.014492754,1714.08579,0
1271,23,13,dutch,6,1,82,0,13,0.014492754,0.014492754,1983.35863,0
1269,23,14,dutch,6,1,81,0,13,0.014492754,0.014492754,715.567825,0
1021,54,10,french,7,1,90,0,12,0.014492754,0.014492754,1549.09519,0
1535,22,11,french,7,0,84,0,12,0.014492754,0.014492754,332.761707,0
860,20,12,french,7,0,83,0,12,0.014492754,0.014492754,1178.42515,0
629,23,14,french,7,1,81.5,0,12,0.014492754,0.014492754,1176.24027,0
1383,27,10,german,8,0,90,0,8,0.014492754,0.014492754,1776.17493,0
882,53,10,german,8,1,90,0,8,0.014492754,0.014492754,1330.66323,0
928,19,11,german,8,1,84,0,8,0.014492754,0.014492754,1233.79608,0
501,20,11,german,8,0,84,0,8,0.014492754,0.014492754,633.6946,0
1443,21,11,german,8,1,84,0,8,0.014492754,0.014492754,254.737047,0
1092,21,12,german,8,1,83,0,8,0.014492754,0.014492754,1849.74567,0
190,29,12,german,8,1,83,0,8,0.014492754,0.014492754,1447.24704,0
1707,29,12,german,8,1,83,0,8,0.014492754,0.014492754,6959.49489,0
189,48,12,german,8,1,83,0,8,0.014492754,0.014492754,1797.18976,0
589,43,10,italian,10,0,90,0,7,0.014492754,0.014492754,2199.15463,0
1177,34,14,italian,10,1,81,0,7,0.014492754,0.014492754,1267.88908,0
681,38,14,italian,10,1,81,0,7,0.014492754,0.014492754,1232.51007,0
219,55,21,italian,10,0,70,0,7,0.014492754,0.014492754,299.898585,0
1521,45,12,japanese,11,0,83,1,5,0.014492754,0.014492754,2056.67337,0
1626,52,13,japanese,11,1,82,1,5,0.014492754,0.014492754,27.7390591,0
1684,57,13,japanese,11,1,82,1,5,0.014492754,0.014492754,1649.58867,0
1833,21,14,japanese,11,0,82,1,5,0.014492754,0.014492754,359.361882,0
892,22,8,korean,12,1,92,0,10,0.014492754,0.014492754,1425.399,0
1848,25,10,korean,12,0,90,0,10,0.014492754,0.014492754,1124.66279,0
2158,40,12,korean,12,0,83,0,10,0.014492754,0.014492754,1689.19224,0
623,23,1,mandarin,13,0,60,2,6,0.014492754,0.014492754,369.125562,0
2119,27,12,mandarin,13,0,83,2,6,0.014492754,0.014492754,1419.63086,0
1817,38,13,mandarin,13,1,82,2,6,0.014492754,0.014492754,1419.84966,0
503,18,0,na_english,4,1,100,0,11,0.014492754,0.014492754,1163.71543,0
1246,18,0,na_english,4,0,100,0,11,0.014492754,0.014492754,1707.02278,0
1493,18,0,na_english,4,1,100,0,11,0.014492754,0.014492754,823.850059,0
67,18,0,na_english,4,1,100,0,11,0.014492754,0.014492754,995.455821,0
551,18,0,na_english,4,0,100,0,11,0.014492754,0.014492754,119.340934,0
921,18,0,na_english,4,1,100,0,11,0.014492754,0.014492754,285.343176,0
